src_ip,dst_ip,protocol,src_port,dst_port,bytes_sent,bytes_received,duration,packet_count,attack_type
159.82.239.140,94.115.99.225,UDP,6498,54401,8759,2740,57,34,normal
133.212.237.140,220.15.250.234,TCP,31033,30047,9455,8506,577,107,normal
19.36.11.43,165.197.128.31,UDP,10283,19902,3852,8319,432,107,normal
217.154.137.223,196.87.55.249,TCP,42748,42201,4548,3615,532,144,normal
126.159.180.73,62.243.220.194,ICMP,33048,3594,3666,6062,402,115,normal
245.192.136.10,42.128.223.99,UDP,17338,468,513,6379,24,98,normal
128.106.198.173,75.37.56.73,UDP,35445,258,7811,1334,498,32,normal
104.194.141.249,180.126.100.228,UDP,60401,52861,8059,9184,501,101,normal
124.126.130.58,234.222.246.50,ICMP,22650,52941,8403,4141,75,119,normal
235.144.64.104,200.36.81.44,UDP,50130,13412,7260,4955,132,81,normal
64.88.224.227,232.123.196.78,ICMP,60408,22369,9009,8596,195,71,brute_force
178.19.99.227,121.160.212.103,UDP,55846,56724,7156,855,392,148,normal
207.201.80.168,10.215.136.83,ICMP,11668,19744,7723,9605,15,63,normal
159.18.244.52,21.194.117.114,UDP,16969,30920,9279,5607,515,20,normal
174.8.99.212,102.14.255.4,TCP,43554,36741,1846,1119,153,61,normal
156.145.20.149,246.178.198.189,TCP,24143,11730,931,2404,223,58,normal
3.219.115.233,196.254.166.154,TCP,9228,11011,4257,4640,254,94,port_scan
167.124.30.211,103.85.153.143,TCP,42952,34660,467,7008,241,3,normal
61.26.229.219,216.249.199.233,TCP,49994,42882,7856,2696,357,70,normal
94.53.48.127,14.190.146.164,ICMP,55237,38615,4228,3881,566,67,normal
111.116.191.21,154.222.120.56,ICMP,39158,29471,8637,5701,544,135,normal
95.115.69.250,28.185.129.108,UDP,39204,11037,8250,7142,267,45,normal
48.97.171.130,77.67.111.18,ICMP,40017,51724,3608,333,204,62,normal
156.221.95.111,84.97.86.167,ICMP,22176,58072,5784,2630,400,27,normal
196.147.54.161,238.96.71.91,ICMP,59969,14780,7881,4314,280,41,normal
195.177.61.100,61.22.13.183,TCP,41632,7581,2507,6677,563,16,normal
209.155.10.128,122.162.122.56,TCP,28200,16031,7827,7718,335,64,normal
220.155.207.136,189.223.176.66,TCP,22158,55190,8042,3192,218,61,normal
112.96.163.238,50.152.22.184,ICMP,9652,18107,7956,8901,200,10,ddos
246.187.152.221,36.29.157.235,ICMP,17894,25381,4384,2036,393,99,normal
115.135.144.182,68.219.197.83,UDP,11692,55747,9038,2762,299,29,normal
251.194.61.250,121.15.186.213,UDP,37022,41422,4749,647,188,24,normal
98.65.138.7,179.218.77.236,UDP,45261,55787,8078,6609,220,106,normal
81.28.17.7,64.252.245.108,ICMP,38606,47819,7748,3383,40,24,normal
216.37.23.174,103.120.196.218,ICMP,12593,32072,274,1144,68,24,normal
87.253.1.190,61.145.41.48,UDP,4093,11340,9954,6632,409,58,normal
127.51.133.228,41.63.20.53,UDP,62182,45960,2317,7798,370,7,brute_force
153.30.107.196,166.61.254.190,UDP,21554,14517,702,3714,454,25,normal
117.181.159.223,188.80.183.38,UDP,11407,3268,7260,7323,63,23,normal
48.131.29.38,172.146.238.197,ICMP,29585,36235,8192,5155,120,22,normal
206.98.32.31,68.59.254.66,UDP,36574,45309,3348,3481,405,55,normal
252.241.112.82,98.13.23.245,ICMP,54060,28192,1500,7533,427,24,normal
104.21.164.42,232.170.155.102,UDP,48697,3521,7293,6969,350,138,normal
174.141.221.80,217.46.197.16,TCP,25071,24728,7882,6865,301,141,normal
246.173.209.199,18.231.187.176,ICMP,13276,47802,9769,6866,360,107,normal
163.85.164.253,72.163.68.215,ICMP,49036,1997,8899,2881,43,30,brute_force
177.44.204.32,30.118.15.4,TCP,48723,62873,8010,959,302,145,brute_force
207.77.155.237,238.42.91.57,UDP,17139,34049,1772,8129,112,53,normal
180.42.13.87,95.121.5.219,TCP,51063,4566,8366,4517,503,29,normal
21.95.122.143,167.169.117.14,UDP,30132,10789,4442,3864,243,25,brute_force
124.121.85.34,198.90.43.56,UDP,46374,61713,3715,2262,176,76,normal
148.123.111.214,138.89.69.44,UDP,58564,41128,5875,6421,12,24,normal
60.155.134.27,37.101.82.122,UDP,59267,50753,1044,4000,266,34,normal
211.117.217.244,136.200.235.116,UDP,47296,51904,3380,3313,409,114,normal
7.3.38.74,217.107.4.101,TCP,57344,33622,4939,4140,359,97,normal
107.244.206.223,98.30.225.58,UDP,30743,24796,8360,3630,411,47,normal
157.18.207.90,203.114.62.27,TCP,24244,12789,1007,5135,531,70,normal
211.9.79.235,56.83.223.134,TCP,7083,29700,261,641,475,140,port_scan
83.243.98.181,182.32.250.254,ICMP,31867,40401,3051,3572,563,60,normal
88.249.108.37,73.237.104.243,UDP,4458,51514,1220,5046,330,109,port_scan
200.75.203.83,34.95.197.69,ICMP,36329,19108,4599,8009,554,129,icmp_flood
190.41.107.211,107.228.50.113,UDP,50851,41573,8943,2272,128,58,normal
146.110.237.67,5.249.230.10,ICMP,12475,38623,811,5410,131,142,normal
23.13.190.107,50.193.174.230,UDP,44009,45850,9197,5746,372,39,normal
181.5.177.172,45.198.93.122,TCP,58480,12041,9516,4234,201,127,normal
149.200.60.164,63.86.19.81,TCP,49411,46638,5320,121,457,28,normal
102.26.33.49,48.180.85.130,ICMP,38705,4042,9556,9994,141,99,normal
124.110.143.208,104.51.163.133,UDP,34349,50812,9998,9018,32,114,normal
198.206.36.61,190.249.233.153,TCP,1787,50521,5674,9767,175,74,normal
147.5.161.56,95.173.90.212,TCP,30718,59172,996,9080,516,50,normal
83.241.131.105,200.176.174.227,TCP,8799,22475,2360,129,86,136,normal
131.32.168.112,135.178.96.87,ICMP,36845,5983,5514,678,222,36,normal
11.106.2.10,32.163.190.67,UDP,23137,30599,5527,5713,248,137,normal
48.63.99.129,93.193.228.181,ICMP,55142,34189,7145,2656,424,114,normal
41.186.208.130,189.15.191.6,TCP,20252,42051,6313,9817,553,122,normal
189.180.189.82,1.144.120.161,TCP,42323,44011,4574,6704,515,10,normal
164.153.45.147,42.167.211.239,ICMP,15129,11293,7021,9664,377,34,normal
40.82.213.203,92.135.97.56,TCP,46176,55227,8277,1023,9,55,normal
12.19.29.161,57.30.212.252,ICMP,22438,50198,2754,6198,257,110,normal
80.112.1.202,131.166.148.88,UDP,31941,29474,5745,6002,242,20,normal
114.195.254.45,51.180.30.140,TCP,37766,10684,676,8436,545,119,normal
165.235.33.145,140.247.217.36,ICMP,4590,3993,8525,2421,154,32,normal
54.237.101.99,142.193.143.60,ICMP,49007,52212,4550,1186,287,37,normal
203.207.194.11,121.132.139.140,UDP,53403,60775,1892,5736,534,31,normal
99.229.160.187,59.179.176.171,UDP,24346,50564,8291,1852,195,13,normal
164.76.125.220,30.95.123.58,UDP,16670,33490,9884,2148,589,28,normal
200.88.195.252,227.179.50.199,UDP,7341,40347,9934,1001,529,61,normal
194.208.75.244,214.79.36.155,ICMP,47579,43158,2926,5247,54,79,normal
212.96.38.84,192.212.154.53,UDP,28744,24571,4235,1382,406,117,normal
114.18.213.161,83.137.250.111,TCP,59586,46207,3508,9688,599,131,normal
1.163.255.115,158.92.117.21,ICMP,10723,18469,7111,8658,463,122,normal
185.31.253.108,53.10.5.213,TCP,46203,37955,3392,3444,355,106,normal
30.177.113.39,168.81.218.135,UDP,48462,53856,9666,1309,482,137,normal
90.19.116.126,81.71.225.62,UDP,8369,298,4909,4402,534,138,normal
105.186.162.35,6.8.238.58,UDP,48705,62631,1886,8047,77,124,normal
12.51.150.118,5.146.54.194,ICMP,27745,47633,3779,5421,388,21,normal
194.104.66.105,2.138.3.209,UDP,52429,18371,1354,9433,319,15,normal
116.106.217.236,11.106.149.171,ICMP,59903,26307,4728,9229,184,48,normal
162.239.31.185,164.201.91.14,ICMP,6794,42360,8511,9677,534,31,normal
101.168.195.121,36.80.75.249,ICMP,57261,25537,3268,5848,471,23,normal
111.235.165.136,175.234.245.19,TCP,43733,2246,233,6226,412,43,normal
10.184.138.43,54.160.106.113,ICMP,54430,54418,1986,2960,431,112,normal
104.51.25.8,231.106.90.12,UDP,47291,21396,2106,203,185,149,normal
127.133.108.26,218.181.22.55,UDP,58559,36223,6170,9753,528,123,normal
190.218.106.131,200.195.99.89,UDP,46711,38750,4378,5342,168,74,normal
122.175.155.27,239.88.143.184,UDP,54128,38418,4910,7360,202,56,normal
202.105.207.210,238.3.162.34,UDP,47656,20569,1252,242,473,46,normal
189.132.203.71,80.72.159.153,UDP,3694,10123,8604,8424,261,117,normal
121.226.27.125,24.49.166.196,UDP,20327,64178,4189,3530,336,20,normal
62.195.169.129,58.123.81.16,ICMP,11495,41591,2606,902,165,150,normal
198.146.34.89,65.138.96.174,UDP,64573,32513,7429,3169,15,110,normal
18.234.189.113,219.162.133.246,ICMP,50132,13633,5825,5547,128,76,normal
182.252.43.162,230.31.199.7,ICMP,59357,4062,679,7437,386,131,normal
52.23.11.40,113.133.53.28,ICMP,33454,649,4178,253,518,79,normal
104.85.25.188,50.106.146.236,UDP,29851,5559,9171,2065,142,138,normal
39.202.234.132,19.108.11.107,ICMP,8501,36491,9682,6751,30,84,normal
77.175.131.219,108.166.47.93,TCP,6670,40221,9988,9965,337,81,normal
203.110.17.204,98.6.229.163,UDP,51560,15142,1897,3008,571,141,normal
94.91.14.109,174.236.185.120,UDP,4670,35208,3462,7984,231,148,normal
189.113.50.223,213.115.87.179,ICMP,39987,50181,5431,2486,238,68,normal
132.241.118.35,203.69.110.18,UDP,7502,63196,3932,3456,229,15,normal
201.94.13.73,136.74.245.60,UDP,27015,25069,7601,5304,281,77,normal
166.163.86.37,61.132.169.82,TCP,53214,59277,6225,885,363,140,normal
164.182.66.206,236.15.134.45,UDP,44468,8409,7623,8275,517,61,normal
150.148.36.21,217.142.94.57,TCP,13786,54453,8193,1291,34,97,normal
191.130.181.86,155.34.156.237,ICMP,36859,39142,2063,133,366,91,normal
23.233.199.250,174.30.111.166,UDP,33421,5488,8788,7649,430,35,ddos
47.12.186.200,161.143.226.244,UDP,63793,22706,8062,2605,585,115,normal
34.98.180.95,7.142.174.217,TCP,23713,55070,1882,6904,228,147,normal
26.80.112.199,112.110.87.80,UDP,3491,23075,6721,3988,340,24,normal
54.154.143.14,217.96.213.112,UDP,35524,31771,5446,757,510,139,normal
215.95.74.44,232.7.117.252,ICMP,52258,35836,2012,1102,98,145,normal
94.75.30.145,180.140.77.120,UDP,53157,25201,2755,9603,384,110,normal
80.206.71.92,157.117.99.167,TCP,56965,5468,9314,6965,297,26,normal
66.187.240.146,7.206.178.114,UDP,8099,39314,6210,5829,371,128,normal
237.7.137.62,50.94.157.170,ICMP,60178,26702,7748,7151,456,60,normal
172.67.78.50,126.131.102.92,UDP,22350,13188,4295,6138,246,92,normal
135.55.170.183,185.93.123.12,TCP,44155,33846,8960,5113,412,26,brute_force
226.64.236.174,220.210.174.54,TCP,60561,63021,2764,554,404,50,normal
220.142.53.151,53.159.86.93,ICMP,57896,12047,278,4991,339,149,normal
238.52.239.140,73.40.17.213,UDP,55996,14636,697,466,568,75,normal
100.62.90.129,185.136.174.68,UDP,22616,27478,8954,9537,85,7,ddos
189.228.72.236,138.21.195.23,UDP,36364,56927,5450,1749,334,58,normal
23.24.195.45,46.48.97.194,ICMP,44111,40479,847,8243,246,28,normal
100.210.176.39,39.175.27.148,UDP,36743,27315,2050,5051,291,48,normal
58.251.39.167,49.222.61.135,TCP,15044,52803,8869,857,253,63,normal
171.57.182.132,196.222.102.230,ICMP,42680,31929,6894,2122,586,32,normal
42.98.149.115,137.6.65.51,UDP,62515,17101,8097,6888,133,148,normal
217.128.181.92,160.95.228.85,TCP,44257,7696,795,2974,156,13,normal
138.228.204.232,104.10.243.26,TCP,44477,60388,4198,4453,17,136,normal
255.56.81.49,199.183.54.160,ICMP,10249,51219,2393,9886,290,149,normal
221.146.107.228,222.217.202.204,ICMP,45710,11514,7567,1107,516,35,brute_force
68.75.1.206,19.52.129.90,TCP,56230,27813,2640,5477,16,81,normal
160.38.82.119,152.152.8.155,UDP,2806,33299,1696,3239,24,111,normal
75.145.198.79,189.32.224.220,UDP,28789,10548,9939,3127,223,117,normal
104.126.70.3,94.76.207.98,UDP,53849,8302,1064,1421,409,29,normal
128.116.245.106,85.9.233.168,UDP,18066,41027,8001,3448,559,22,normal
59.178.190.193,136.53.2.196,ICMP,17381,13606,7226,6466,192,140,normal
205.36.219.81,134.85.136.38,TCP,25905,13153,2533,5300,573,41,normal
220.221.222.113,144.6.32.123,TCP,45748,59713,3341,8057,106,104,normal
198.153.255.216,95.37.131.244,TCP,17018,18373,417,734,313,93,normal
214.209.228.136,203.252.66.231,TCP,41990,5744,8998,6881,9,130,normal
166.202.54.38,4.106.37.191,ICMP,5399,47518,5511,8054,157,148,normal
235.109.206.26,83.162.109.60,TCP,10141,24975,4896,4493,405,143,normal
184.16.253.86,225.192.104.186,TCP,60084,25891,4410,6578,547,146,normal
68.102.208.79,137.13.28.63,UDP,8178,49092,785,2509,95,127,normal
108.34.25.49,211.30.41.214,ICMP,6122,20227,3160,7213,245,92,normal
121.39.158.148,61.59.139.87,ICMP,42770,420,9572,2741,464,17,normal
72.107.199.75,72.129.248.211,ICMP,37560,9284,1176,2158,420,133,normal
217.37.23.78,170.144.70.21,ICMP,24002,29253,5347,5460,52,148,normal
230.68.33.177,233.18.6.222,TCP,50968,34593,647,5146,328,93,normal
59.210.169.50,103.71.63.127,TCP,50583,58260,9931,7370,484,49,normal
9.116.128.102,70.153.216.145,ICMP,16752,11425,9572,8386,226,30,normal
28.151.118.111,63.104.203.52,TCP,17930,26757,5837,7736,566,27,normal
219.180.207.10,107.174.69.29,TCP,24221,37215,6224,8243,513,113,brute_force
109.40.90.175,115.21.189.213,ICMP,61708,13696,855,1837,341,79,normal
47.214.174.107,218.32.75.90,UDP,46504,36849,1651,473,554,145,normal
19.93.210.115,190.120.166.63,UDP,10954,20255,1862,9973,354,92,normal
48.102.72.182,128.194.93.170,UDP,61808,2644,6834,6790,347,25,normal
253.239.85.134,187.71.207.23,UDP,37727,47616,2295,540,195,143,normal
214.200.189.103,165.124.27.142,TCP,7605,14243,5104,8819,39,121,normal
207.35.208.236,109.239.169.171,ICMP,49153,32317,8164,8357,479,45,normal
17.71.136.136,160.88.123.212,UDP,59290,59187,3774,5959,350,99,brute_force
69.147.171.54,189.226.252.195,UDP,44945,30071,5946,7514,132,91,normal
169.137.70.55,105.66.5.70,TCP,2062,60635,9170,3533,68,64,normal
184.104.71.15,16.31.25.94,TCP,36615,56108,4413,5802,445,105,normal
17.218.140.239,105.75.145.177,UDP,62562,40306,9131,3018,162,79,normal
22.127.154.245,201.237.114.55,UDP,41205,17790,574,8187,253,33,normal
210.245.33.42,249.132.76.105,TCP,42371,9153,4723,2571,456,55,normal
232.14.168.119,41.198.117.70,UDP,58194,54402,5686,7707,251,2,normal
233.131.195.242,105.251.221.104,ICMP,44692,16945,7534,4838,163,64,normal
23.58.62.84,199.103.138.67,ICMP,38484,3185,3759,6648,303,3,normal
213.236.241.118,129.44.156.161,UDP,31711,63877,1551,2371,432,27,normal
200.236.58.250,148.117.227.83,UDP,14223,37368,3184,6568,44,104,brute_force
134.207.207.218,109.217.50.243,UDP,53020,33088,7195,3461,526,104,normal
13.200.52.176,203.125.250.72,UDP,29190,32407,6202,1943,385,138,normal
184.3.136.90,36.6.192.225,UDP,20887,44560,8835,3357,563,34,normal
12.101.181.110,112.47.92.199,TCP,57531,46316,9407,1177,148,111,normal
41.27.133.52,126.228.65.57,UDP,37782,51962,2954,3539,541,82,normal
28.161.200.226,147.129.223.111,UDP,20521,32849,7414,999,63,125,normal
165.52.130.207,232.28.240.172,UDP,48286,61798,5302,7496,475,103,normal
156.140.161.237,58.43.101.76,TCP,27347,35677,8929,9446,251,10,normal
200.3.87.87,226.248.78.54,ICMP,34708,3518,6402,7083,111,39,normal
207.128.253.238,77.10.7.190,ICMP,30560,20513,1066,6813,509,111,normal
204.219.233.106,116.223.109.174,TCP,9849,28311,1558,8451,376,17,normal
57.172.206.25,30.151.54.248,ICMP,2289,5112,7541,4013,165,65,normal
55.175.44.69,175.8.92.50,UDP,22293,5532,2224,1735,434,40,normal
241.211.121.81,160.209.132.39,TCP,26385,35953,5561,1414,444,60,normal
152.234.219.66,98.185.110.58,UDP,44419,46435,6384,5943,504,47,normal
201.96.167.166,133.80.167.174,UDP,40067,57548,1082,1344,347,10,normal
92.5.108.225,2.104.22.75,ICMP,37355,45354,4889,6974,279,69,normal
47.23.246.252,234.189.60.108,ICMP,5073,19103,9121,3694,271,28,normal
100.136.164.195,74.151.209.231,TCP,43254,3570,4418,7824,431,74,normal
104.178.229.13,203.237.153.255,ICMP,15092,39166,5062,5709,363,67,normal
51.242.83.119,186.26.197.139,UDP,2702,57223,3973,774,244,91,normal
204.107.97.197,65.23.123.1,ICMP,36215,26853,3251,9582,177,40,normal
97.208.223.107,170.25.252.193,TCP,63371,63259,1708,2600,458,63,normal
23.25.173.55,73.182.252.172,TCP,19018,33648,6464,2038,308,79,normal
161.3.246.129,8.199.214.224,UDP,51162,59297,1868,5161,487,49,normal
160.25.152.227,29.14.30.250,ICMP,45905,29690,8273,7482,68,115,normal
62.34.101.21,56.100.100.244,TCP,29759,32659,4116,1311,137,76,normal
197.19.193.67,86.121.116.126,TCP,51291,36761,3696,1906,290,98,normal
156.217.236.80,160.161.199.17,UDP,34697,44836,9663,4654,102,43,normal
233.228.31.169,106.219.151.65,UDP,30698,30757,2964,5685,172,89,normal
36.152.18.128,99.221.15.176,TCP,7996,16794,811,7495,119,130,normal
7.198.203.17,93.84.113.91,UDP,9557,48219,2775,9621,396,44,normal
200.151.255.52,64.29.239.29,ICMP,23672,57085,7775,9561,386,150,normal
142.185.92.78,138.200.85.169,UDP,30406,44474,7518,9108,551,62,normal
196.120.157.69,35.159.108.34,UDP,5164,17251,8030,7296,545,93,normal
86.70.3.157,236.157.83.145,TCP,61124,58744,938,1265,20,74,normal
115.207.186.184,135.188.12.204,TCP,64754,3492,3518,2853,91,75,normal
234.246.86.103,235.248.104.203,TCP,10922,17105,4228,4097,144,1,normal
86.148.206.179,138.71.213.92,TCP,7260,28494,5455,8813,96,102,normal
53.191.162.223,178.10.94.222,UDP,32738,59150,5849,2006,528,24,normal
64.102.139.228,133.174.85.209,ICMP,2154,7086,3423,5832,97,102,normal
125.163.163.112,216.84.113.131,ICMP,62979,22628,6028,4602,364,30,normal
77.94.186.183,49.192.23.71,ICMP,28952,32570,2140,1068,414,112,normal
68.13.169.175,166.160.60.249,UDP,57217,33338,1178,342,384,65,normal
201.141.127.45,236.213.98.218,TCP,50788,37788,6678,8238,536,96,normal
65.117.160.92,150.62.141.106,TCP,11452,30494,1597,1034,403,67,ddos
93.84.81.85,173.246.154.31,ICMP,41137,65085,8860,3774,96,2,normal
82.147.164.255,149.83.70.208,TCP,4224,27910,5706,1625,373,110,normal
29.78.5.10,9.159.20.123,UDP,26473,285,2798,8043,42,109,normal
11.21.9.247,217.203.230.221,ICMP,55813,32507,5630,6948,487,32,normal
23.57.8.129,75.69.122.191,UDP,60857,52272,5104,2062,433,35,normal
35.17.197.120,50.26.225.85,UDP,27703,16237,8493,6518,21,69,normal
145.21.170.47,159.254.189.46,UDP,45782,3377,1433,7384,144,58,normal
233.131.69.112,87.37.16.136,ICMP,22891,9711,6488,9548,200,18,normal
118.110.12.230,116.98.201.216,ICMP,9292,5918,1909,6276,288,74,normal
55.196.49.36,239.121.60.25,ICMP,48625,36275,6619,8933,529,89,icmp_flood
4.182.158.61,27.254.156.21,UDP,47427,62045,5497,2221,78,84,normal
93.68.81.157,161.141.81.115,ICMP,45288,28488,6679,2591,537,16,normal
69.140.151.157,30.57.31.210,UDP,4403,38133,5262,3908,49,10,normal
115.95.133.70,183.219.132.86,UDP,28861,24951,6571,3022,587,28,normal
216.57.137.178,125.128.91.167,ICMP,12778,13469,6957,3875,445,2,normal
21.25.185.230,91.132.157.106,TCP,20241,46533,2993,2032,128,32,normal
161.133.24.61,160.68.160.81,UDP,24227,28862,2223,8732,430,48,normal
26.105.28.15,58.30.254.130,ICMP,54661,26371,4783,2799,308,54,normal
251.104.22.139,157.118.190.50,UDP,64215,22216,3611,425,451,128,normal
6.25.255.112,159.82.66.99,UDP,34837,128,5978,9719,74,83,normal
61.105.59.151,248.213.245.44,UDP,51062,29187,2884,2923,111,99,normal
172.249.157.32,99.64.109.142,UDP,17447,35492,3302,4717,395,89,normal
70.55.210.149,254.1.48.161,ICMP,33943,21059,8727,4307,233,28,normal
133.133.95.177,217.218.135.132,ICMP,62912,18314,9651,2603,313,111,normal
187.4.54.36,114.153.219.216,ICMP,54748,29676,8499,864,193,132,normal
23.118.196.229,66.134.132.215,ICMP,11300,24051,6866,330,15,9,normal
165.21.175.145,65.133.10.14,TCP,12181,19651,1757,1949,253,127,normal
184.198.132.118,158.121.68.41,ICMP,5478,54989,4383,8160,86,121,normal
23.237.76.234,112.153.132.135,ICMP,39423,46716,9087,9642,214,142,normal
56.4.213.158,107.187.179.30,UDP,38158,6160,968,5361,39,124,normal
167.29.254.32,15.106.139.104,UDP,40933,50510,5504,7467,33,6,normal
1.31.212.213,147.41.18.215,ICMP,39477,56316,1024,1881,552,48,normal
42.25.208.16,169.170.25.86,TCP,38022,54358,9312,6569,343,16,ddos
239.99.21.181,110.96.62.7,UDP,41240,8068,263,5131,266,57,normal
182.186.236.175,49.1.131.2,UDP,46900,22502,5662,3787,27,24,normal
85.239.209.173,4.204.189.48,UDP,43655,5370,5594,620,434,107,normal
41.47.117.20,5.168.238.242,UDP,52634,39250,1859,6777,48,71,brute_force
232.52.105.145,251.87.45.224,TCP,38411,19659,1272,7081,570,37,normal
60.39.84.141,197.206.238.205,ICMP,21607,25475,3268,2607,47,103,normal
86.88.178.98,231.219.204.226,ICMP,43842,47671,2570,4059,260,5,normal
187.39.66.195,77.237.41.37,TCP,31261,18573,457,9055,179,64,normal
85.3.68.201,200.131.60.59,TCP,41609,45267,2332,5597,565,73,normal
143.240.95.177,75.225.173.176,ICMP,18667,50817,8265,9910,206,122,brute_force
88.35.255.117,251.99.212.233,ICMP,42058,53435,9927,2774,20,18,normal
24.30.139.68,45.8.209.199,TCP,2870,15393,6631,6608,329,38,normal
186.144.104.59,137.18.22.163,ICMP,31535,21780,714,9276,338,130,normal
12.35.173.161,235.182.181.81,ICMP,3505,21248,7686,2624,515,148,normal
6.211.232.25,186.214.196.47,TCP,48195,4688,4055,2722,234,116,normal
110.250.196.206,173.184.57.87,UDP,22488,13833,3172,9979,153,106,normal
207.136.64.240,250.139.139.42,UDP,47900,3719,8319,246,82,147,normal
135.109.120.15,230.149.241.94,UDP,12138,19297,5698,5620,475,131,normal
29.240.234.101,231.227.54.180,UDP,29780,58906,6271,982,502,146,normal
1.91.178.211,142.173.9.175,ICMP,39768,10840,2228,8635,599,87,normal
37.179.91.208,71.163.94.98,TCP,17121,39659,456,4347,395,122,normal
252.42.154.137,145.198.203.35,UDP,56581,3946,2372,1427,92,89,normal
88.56.157.110,194.69.49.119,TCP,62406,11196,9696,463,79,120,normal
11.179.120.23,241.184.159.62,TCP,15578,15124,1660,615,121,139,normal
245.167.242.118,219.51.65.200,TCP,36800,46966,6972,6597,358,36,normal
31.189.63.211,156.254.170.144,ICMP,23399,1690,3662,2513,578,76,port_scan
49.127.22.165,214.162.41.27,UDP,35010,58481,9245,4819,579,148,normal
63.86.254.172,255.75.6.92,UDP,11180,26613,7177,7436,166,15,normal
179.182.76.55,35.54.200.160,ICMP,35619,18671,1230,6685,197,11,normal
146.32.244.171,65.52.126.56,TCP,3229,10187,2203,5075,238,93,normal
144.142.159.46,41.167.64.192,ICMP,21445,33775,1281,5816,457,66,normal
231.198.26.61,126.90.175.55,ICMP,14923,30657,4931,8813,471,44,normal
197.67.13.211,22.211.168.164,ICMP,16651,493,2695,6346,193,50,normal
249.82.2.209,251.189.122.104,TCP,56817,53205,7256,5816,572,126,normal
9.224.57.254,69.89.243.104,ICMP,45149,49689,7888,5948,367,30,normal
51.68.65.108,200.18.176.219,ICMP,37666,47036,7113,7302,15,60,normal
74.226.19.29,86.82.243.3,ICMP,25818,37638,3650,7549,44,64,normal
16.117.83.241,110.224.122.79,TCP,48934,21924,8054,286,31,12,ddos
205.78.118.231,111.168.103.20,TCP,45446,40419,8190,5769,538,79,normal
107.141.184.54,229.125.28.248,TCP,59067,35304,5944,2900,128,36,normal
187.56.50.153,221.140.236.75,ICMP,64612,31491,259,9090,526,82,normal
245.73.161.255,144.63.97.159,ICMP,32880,52869,8167,4833,436,97,normal
15.51.166.108,165.145.59.195,TCP,1544,51751,4892,8141,70,61,normal
218.43.112.22,108.80.215.153,TCP,13475,50000,6652,1288,75,107,normal
111.45.98.28,35.193.180.221,UDP,8414,34288,4585,1777,553,115,normal
199.157.80.208,62.10.181.172,ICMP,57537,29013,8900,5483,384,126,normal
17.124.217.90,3.136.196.96,TCP,46221,55629,3353,8189,286,101,normal
144.219.63.47,144.67.68.41,UDP,30281,8696,8434,9477,249,71,brute_force
93.168.130.222,30.94.25.13,UDP,11977,42540,6918,8376,46,92,normal
214.44.55.64,149.118.11.97,UDP,48625,39017,4752,6043,480,44,normal
36.243.43.80,174.77.78.121,TCP,62009,48885,7022,8610,586,9,normal
23.83.242.133,79.143.51.182,ICMP,2658,30588,607,9549,140,120,normal
34.141.245.138,179.120.217.115,UDP,42245,61513,3884,7345,401,16,normal
167.241.46.154,94.150.6.191,ICMP,37265,16524,4581,1481,76,85,normal
251.222.62.79,150.113.168.200,UDP,46255,55487,8962,6265,299,16,normal
154.107.228.34,154.195.147.185,ICMP,55225,60681,9000,3459,454,7,normal
148.120.35.155,103.123.31.218,UDP,10202,45595,6473,8285,137,16,normal
246.125.145.231,238.164.216.72,TCP,2448,52255,4875,7915,151,117,normal
2.192.153.59,134.95.242.191,TCP,7675,52845,4741,3964,576,83,brute_force
186.13.201.84,61.22.116.9,ICMP,33124,26790,418,4182,100,112,normal
146.250.2.49,249.225.252.244,ICMP,19976,18839,4110,6047,67,46,normal
2.174.48.242,235.28.171.138,TCP,38377,19627,1178,4254,157,25,normal
27.98.32.239,70.243.188.203,UDP,63453,12480,1020,6427,89,38,port_scan
108.154.38.250,81.192.98.90,UDP,46968,60369,905,4333,92,117,normal
218.108.36.148,119.146.188.232,UDP,49497,1092,9738,1218,320,147,normal
184.158.245.19,65.131.225.40,UDP,43517,39338,5077,9488,459,137,normal
97.236.241.220,99.74.19.221,UDP,52394,62076,7890,3449,120,92,normal
38.73.241.222,239.104.213.246,ICMP,53679,60231,3351,3161,477,65,port_scan
139.102.219.113,249.224.38.147,UDP,47302,38565,7219,2363,461,67,normal
247.119.249.130,153.164.213.79,UDP,29202,278,9193,321,84,78,normal
67.93.15.31,38.65.38.82,TCP,56632,51128,8558,5981,210,132,normal
143.39.171.132,222.131.39.37,UDP,22200,62882,2841,8938,577,57,normal
175.238.244.185,111.154.143.242,TCP,52086,20197,3404,2712,507,113,normal
195.105.135.250,126.108.84.112,ICMP,4497,14498,123,4440,584,32,normal
123.68.54.132,17.131.65.143,TCP,13620,23757,7067,1997,565,107,normal
236.112.101.98,224.29.227.85,TCP,58380,38091,4733,1492,446,40,normal
78.55.71.156,9.124.222.242,UDP,23979,47001,254,804,65,118,ddos
232.55.240.118,199.99.179.22,UDP,35656,5168,275,4177,463,10,normal
237.99.104.223,129.106.229.204,UDP,48732,1057,1071,7029,324,33,normal
24.83.44.55,205.251.217.140,TCP,65473,38178,6446,3907,106,21,normal
129.5.198.128,108.135.89.230,TCP,25988,29092,3515,6949,47,94,normal
236.62.24.69,164.143.5.103,UDP,11019,49788,1556,6105,340,54,normal
