Customer_ID,Age,Gender,City,Annual_Income,Purchase_Frequency,Average_Spending_Per_Transaction,Preferred_Product_Category,Total_Spent
CUST-0385,37,Female,Jakarta,50688309,15,196822,Health & Beauty,2952330
CUST-0386,47,Male,Bandung,178957580,20,404881,Books,8097620
CUST-0387,38,Male,Surabaya,180007797,9,573101,Fashion,5157909
CUST-0388,22,Female,Makassar,144261037,11,2172939,Health & Beauty,23902329
CUST-0389,18,Female,Medan,107343016,6,1302326,Health & Beauty,7813956
CUST-0390,47,Male,Surabaya,169005221,7,1574879,Electronics,11024153
CUST-0391,57,Female,Bandung,46213770,6,2333492,Fashion,14000952
CUST-0392,54,Female,Makassar,139511822,3,769755,Books,2309265
CUST-0393,24,Female,Makassar,67291349,20,1824405,Health & Beauty,36488100
CUST-0394,22,Female,Makassar,102687708,9,2810520,Groceries,25294680
CUST-0395,52,Female,Surabaya,128929417,4,50358,Books,201432
CUST-0396,31,Female,Surabaya,38685157,14,1091601,Groceries,15282414
CUST-0397,50,Male,Bandung,180593977,18,1310807,Health & Beauty,23594526
CUST-0398,34,Female,Medan,49190915,1,243635,Groceries,243635
CUST-0399,26,Female,Surabaya,180096358,1,2228702,Health & Beauty,2228702
CUST-0400,40,Male,Jakarta,121713151,13,1280595,Health & Beauty,16647735
CUST-0401,22,Female,Surabaya,107887980,4,2814707,Health & Beauty,11258828
CUST-0402,33,Female,Surabaya,152686343,1,2290187,Health & Beauty,2290187
CUST-0403,41,Male,Makassar,193137946,6,1916130,Health & Beauty,11496780
CUST-0404,36,Female,Jakarta,197211628,16,636594,Electronics,10185504
CUST-0405,28,Female,Medan,36504008,15,2470413,Books,37056195
CUST-0406,46,Male,Jakarta,44302269,13,2107066,Electronics,27391858
CUST-0407,52,Male,Medan,78414715,20,2965466,Health & Beauty,59309320
CUST-0408,63,Female,Bandung,57290177,16,1362548,Electronics,21800768
CUST-0409,37,Male,Makassar,175898693,10,2242221,Fashion,22422210
CUST-0410,57,Female,Bandung,190760603,20,1526886,Books,30537720
CUST-0411,59,Male,Surabaya,20049482,20,2592470,Groceries,51849400
CUST-0412,51,Male,Surabaya,59386287,12,2307414,Fashion,27688968
CUST-0413,18,Male,Makassar,197403999,13,2191571,Books,28490423
CUST-0414,60,Male,Bandung,60054980,10,930130,Books,9301300
CUST-0415,53,Male,Jakarta,141594394,3,2935388,Groceries,8806164
CUST-0416,37,Male,Bandung,162607899,5,465274,Fashion,2326370
CUST-0417,60,Female,Medan,98249808,5,2829217,Books,14146085
CUST-0418,24,Female,Surabaya,124685173,1,237634,Books,237634
CUST-0419,26,Female,Jakarta,185241394,7,1044470,Books,7311290
CUST-0420,34,Male,Surabaya,175137283,4,204073,Groceries,816292
CUST-0421,25,Female,Bandung,140033537,1,838838,Electronics,838838
CUST-0422,24,Male,Makassar,72523858,7,644195,Health & Beauty,4509365
CUST-0423,65,Female,Jakarta,75206887,1,1307071,Fashion,1307071
CUST-0424,53,Female,Makassar,104986052,7,952668,Health & Beauty,6668676
CUST-0425,27,Male,Bandung,100459590,16,612909,Electronics,9806544
CUST-0426,35,Male,Medan,173082407,5,2575576,Health & Beauty,12877880
CUST-0427,36,Male,Makassar,101752052,8,2365552,Books,18924416
CUST-0428,56,Female,Makassar,136696148,14,956137,Health & Beauty,13385918
CUST-0429,31,Female,Bandung,112412831,18,2532118,Electronics,45578124
CUST-0430,63,Female,Jakarta,43967905,7,1556028,Electronics,10892196
CUST-0431,39,Female,Bandung,176424582,3,1213481,Electronics,3640443
CUST-0432,31,Male,Makassar,22179494,10,588934,Groceries,5889340
CUST-0433,61,Female,Surabaya,184145799,15,2660168,Electronics,39902520
CUST-0434,58,Female,Surabaya,157015866,5,1820059,Groceries,9100295
CUST-0435,34,Female,Makassar,128500917,16,361887,Books,5790192
CUST-0436,50,Female,Jakarta,54240471,14,2356232,Electronics,32987248
CUST-0437,49,Female,Makassar,98969594,1,1119410,Groceries,1119410
CUST-0438,34,Male,Surabaya,36753206,4,1143347,Books,4573388
CUST-0439,21,Male,Medan,119112515,6,1651311,Health & Beauty,9907866
CUST-0440,23,Female,Makassar,167340230,5,2775328,Groceries,13876640
CUST-0441,58,Female,Makassar,34261255,15,735011,Electronics,11025165
CUST-0442,45,Male,Medan,20226375,16,1727970,Electronics,27647520
CUST-0443,35,Female,Jakarta,170331976,16,1962886,Books,31406176
CUST-0444,20,Female,Bandung,116433996,1,399192,Books,399192
CUST-0445,18,Male,Surabaya,49446917,15,1116105,Electronics,16741575
CUST-0446,39,Female,Surabaya,95754966,19,2887554,Fashion,54863526
CUST-0447,26,Female,Bandung,28371090,8,1834019,Books,14672152
CUST-0448,58,Female,Bandung,83147071,7,2963008,Fashion,20741056
CUST-0449,34,Female,Bandung,135887747,10,650808,Books,6508080
CUST-0450,28,Female,Bandung,178420909,19,2297745,Health & Beauty,43657155
CUST-0451,65,Female,Surabaya,125835596,13,904643,Fashion,11760359
CUST-0452,46,Male,Makassar,187829686,2,345941,Fashion,691882
CUST-0453,53,Female,Makassar,105396648,11,2690600,Fashion,29596600
CUST-0454,63,Female,Medan,122754304,1,1179944,Groceries,1179944
CUST-0455,45,Female,Makassar,128993560,4,2705497,Groceries,10821988
CUST-0456,53,Male,Jakarta,122425586,14,2972603,Electronics,41616442
CUST-0457,18,Female,Jakarta,136820438,14,2757721,Health & Beauty,38608094
CUST-0458,25,Male,Bandung,166329211,16,857937,Books,13726992
CUST-0459,22,Female,Medan,76697883,19,1610877,Fashion,30606663
CUST-0460,62,Male,Surabaya,197835150,20,2414086,Electronics,48281720
CUST-0461,27,Female,Makassar,66549421,18,2806991,Electronics,50525838
CUST-0462,52,Female,Makassar,147472325,10,2766948,Electronics,27669480
CUST-0463,20,Female,Surabaya,57331014,2,2195082,Fashion,4390164
CUST-0464,41,Female,Jakarta,70526756,16,2587321,Books,41397136
CUST-0465,55,Male,Bandung,169094844,13,738046,Electronics,9594598
CUST-0466,53,Male,Medan,123238948,16,1810292,Books,28964672
CUST-0467,27,Female,Jakarta,116714043,17,693789,Electronics,11794413
CUST-0468,45,Female,Medan,132000800,19,1376911,Fashion,26161309
CUST-0469,26,Male,Bandung,61410811,20,1868764,Fashion,37375280
CUST-0470,20,Male,Makassar,97435808,16,1639397,Electronics,26230352
CUST-0471,37,Male,Bandung,199869494,8,158673,Health & Beauty,1269384
CUST-0472,41,Male,Jakarta,53701844,2,2581712,Electronics,5163424
CUST-0473,20,Male,Makassar,56044828,17,1088080,Books,18497360
CUST-0474,40,Male,Bandung,23114591,1,375161,Health & Beauty,375161
CUST-0475,31,Male,Makassar,39259168,14,1182987,Health & Beauty,16561818
CUST-0476,61,Male,Makassar,194050663,19,572699,Electronics,10881281
CUST-0477,33,Male,Medan,24216530,11,2279147,Electronics,25070617
CUST-0478,60,Female,Medan,58653600,18,511332,Groceries,9203976
CUST-0479,24,Female,Jakarta,150647894,3,2918816,Health & Beauty,8756448
CUST-0480,40,Female,Bandung,196610853,9,2350025,Health & Beauty,21150225
CUST-0481,53,Male,Surabaya,137235189,14,1756164,Fashion,24586296
CUST-0482,44,Male,Bandung,56447024,16,326653,Fashion,5226448
CUST-0483,57,Male,Makassar,42726670,4,1431425,Books,5725700
CUST-0484,65,Male,Jakarta,56834785,16,2735099,Groceries,43761584
CUST-0485,27,Female,Jakarta,192400764,20,423184,Books,8463680
CUST-0486,33,Female,Surabaya,131630350,12,1571775,Health & Beauty,18861300
CUST-0487,28,Female,Makassar,142414258,15,1448873,Books,21733095
CUST-0488,29,Male,Makassar,182250310,14,1196106,Electronics,16745484
CUST-0489,44,Female,Jakarta,134274093,1,663750,Health & Beauty,663750
CUST-0490,19,Female,Jakarta,187301991,6,996929,Fashion,5981574
CUST-0491,29,Female,Surabaya,68263990,10,1197757,Electronics,11977570
CUST-0492,65,Male,Surabaya,141975556,7,91369,Fashion,639583
CUST-0493,39,Male,Medan,156745025,16,460818,Fashion,7373088
CUST-0494,44,Male,Jakarta,133850102,12,1631906,Fashion,19582872
CUST-0495,60,Male,Surabaya,168189801,15,982081,Fashion,14731215
CUST-0496,65,Male,Makassar,140808240,8,1638099,Books,13104792
CUST-0497,33,Female,Medan,123271071,17,490413,Books,8337021
CUST-0498,35,Male,Jakarta,115377058,8,568011,Fashion,4544088
CUST-0499,28,Male,Surabaya,80596866,19,787070,Health & Beauty,14954330
CUST-0500,62,Female,Jakarta,69872901,11,2258199,Health & Beauty,24840189
CUST-0501,24,Female,Medan,134023827,20,1335762,Groceries,26715240
CUST-0502,42,Male,Bandung,182288898,15,2519719,Groceries,37795785
CUST-0503,20,Female,Jakarta,21994473,5,2103609,Electronics,10518045
CUST-0504,48,Male,Jakarta,175139184,10,450726,Books,4507260
CUST-0505,32,Male,Jakarta,153722991,13,2268619,Health & Beauty,29492047
CUST-0506,30,Female,Jakarta,83552084,14,1513393,Groceries,21187502
CUST-0507,47,Male,Surabaya,154681800,12,2987923,Groceries,35855076
CUST-0508,40,Female,Bandung,92276366,16,2449804,Health & Beauty,39196864
CUST-0509,37,Female,Makassar,130283434,6,1232779,Health & Beauty,7396674
CUST-0510,32,Female,Jakarta,166610388,20,2363335,Electronics,47266700
CUST-0511,32,Female,Makassar,174713407,7,1186882,Health & Beauty,8308174
CUST-0512,19,Male,Surabaya,118507766,10,2597901,Health & Beauty,25979010
CUST-0513,60,Female,Bandung,28982352,3,465513,Health & Beauty,1396539
CUST-0514,30,Female,Medan,30164317,16,251172,Fashion,4018752
CUST-0515,43,Male,Medan,172511490,5,766166,Electronics,3830830
CUST-0516,39,Male,Medan,149726301,6,1383773,Groceries,8302638
CUST-0517,35,Female,Medan,118939565,7,1683947,Health & Beauty,11787629
CUST-0518,22,Male,Medan,50377328,6,807795,Electronics,4846770
CUST-0519,35,Female,Bandung,175764715,20,1497760,Books,29955200
CUST-0520,40,Female,Jakarta,149260505,16,2892949,Health & Beauty,46287184
CUST-0521,59,Male,Medan,41491777,4,2280036,Electronics,9120144
CUST-0522,50,Male,Jakarta,58141316,14,2363878,Books,33094292
CUST-0523,43,Female,Makassar,161306584,16,2544004,Groceries,40704064
CUST-0524,61,Female,Jakarta,95006334,10,1738841,Electronics,17388410
CUST-0525,52,Male,Makassar,144805395,8,2050103,Books,16400824
CUST-0526,39,Male,Jakarta,158767588,7,2534328,Health & Beauty,17740296
CUST-0527,19,Female,Makassar,41000941,18,585076,Electronics,10531368
CUST-0528,25,Female,Jakarta,160487518,2,1136580,Groceries,2273160
CUST-0529,34,Female,Jakarta,183764583,1,89835,Fashion,89835
CUST-0530,29,Male,Bandung,43742136,12,2930053,Health & Beauty,35160636
CUST-0531,55,Female,Makassar,85828776,9,2204049,Health & Beauty,19836441
CUST-0532,34,Male,Jakarta,146822753,12,702177,Groceries,8426124
CUST-0533,20,Male,Bandung,189292269,6,2808018,Electronics,16848108
CUST-0534,24,Male,Bandung,198170527,6,580027,Fashion,3480162
CUST-0535,56,Female,Makassar,199507391,17,648401,Groceries,11022817
CUST-0536,45,Female,Jakarta,40959954,2,1638805,Books,3277610
CUST-0537,40,Male,Bandung,190104237,3,2430522,Books,7291566
CUST-0538,64,Male,Medan,164739648,11,1171430,Fashion,12885730
CUST-0539,38,Female,Medan,175592824,14,271730,Groceries,3804220
CUST-0540,45,Female,Medan,103886005,4,2730971,Books,10923884
CUST-0541,56,Male,Jakarta,184561435,20,1602524,Health & Beauty,32050480
CUST-0542,50,Female,Medan,34166485,8,1094849,Books,8758792
CUST-0543,25,Female,Surabaya,112219973,4,2894640,Electronics,11578560
CUST-0544,42,Female,Makassar,163621897,18,2603085,Fashion,46855530
CUST-0545,54,Female,Surabaya,22894646,8,1804241,Fashion,14433928
CUST-0546,30,Male,Surabaya,145861012,16,1970096,Groceries,31521536
CUST-0547,34,Female,Medan,141879031,9,817996,Books,7361964
CUST-0548,20,Female,Makassar,157616954,11,1891131,Groceries,20802441
CUST-0549,63,Male,Bandung,145958611,12,1534789,Health & Beauty,18417468
CUST-0550,45,Male,Surabaya,174072636,2,2015726,Fashion,4031452
CUST-0551,18,Male,Bandung,108990108,18,2156502,Groceries,38817036
CUST-0552,51,Female,Bandung,133015651,9,1253008,Groceries,11277072
CUST-0553,52,Female,Jakarta,114734774,5,1206885,Health & Beauty,6034425
CUST-0554,61,Male,Makassar,99085902,17,1844176,Electronics,31350992
CUST-0555,64,Female,Makassar,97633800,20,2233532,Health & Beauty,44670640
CUST-0556,65,Female,Surabaya,64965131,4,1009506,Health & Beauty,4038024
CUST-0557,65,Male,Jakarta,29482814,2,1330048,Health & Beauty,2660096
CUST-0558,60,Female,Jakarta,180426831,15,2716047,Books,40740705
CUST-0559,30,Female,Jakarta,101623394,15,414662,Fashion,6219930
CUST-0560,41,Male,Makassar,171318751,4,1332037,Books,5328148
CUST-0561,45,Male,Makassar,89912173,4,1755046,Books,7020184
CUST-0562,22,Male,Medan,36486704,20,1361713,Books,27234260
CUST-0563,60,Female,Makassar,188926446,20,428077,Groceries,8561540
CUST-0564,39,Male,Makassar,147013063,4,2712026,Fashion,10848104
CUST-0565,57,Female,Jakarta,175193567,18,383341,Groceries,6900138
CUST-0566,38,Female,Bandung,65386862,2,371674,Books,743348
CUST-0567,60,Female,Surabaya,173775934,17,1056787,Books,17965379
CUST-0568,25,Female,Bandung,33856606,4,442727,Groceries,1770908
CUST-0569,64,Male,Surabaya,196179526,6,742534,Books,4455204
CUST-0570,37,Male,Medan,98316905,4,2463053,Books,9852212
CUST-0571,50,Male,Makassar,187588820,7,290801,Health & Beauty,2035607
CUST-0572,37,Female,Surabaya,27327774,12,404775,Electronics,4857300
CUST-0573,60,Female,Surabaya,96991491,6,1248945,Electronics,7493670
CUST-0574,44,Male,Surabaya,150126822,10,2374314,Electronics,23743140
CUST-0575,38,Male,Surabaya,42148655,15,2117164,Fashion,31757460
CUST-0576,43,Male,Makassar,54043342,17,94856,Fashion,1612552
CUST-0577,62,Male,Bandung,155719923,16,1828316,Electronics,29253056
CUST-0578,36,Male,Surabaya,40632554,4,2889682,Electronics,11558728
CUST-0579,53,Male,Jakarta,94584468,5,2183568,Health & Beauty,10917840
CUST-0580,26,Female,Surabaya,87659419,12,622222,Health & Beauty,7466664
CUST-0581,30,Female,Makassar,55578102,11,2061822,Groceries,22680042
CUST-0582,44,Male,Jakarta,185301952,5,2137946,Fashion,10689730
CUST-0583,60,Male,Makassar,95422829,4,2210114,Fashion,8840456
CUST-0584,42,Female,Medan,93878030,7,2923609,Electronics,20465263
CUST-0585,61,Male,Makassar,88976027,15,2888596,Fashion,43328940
CUST-0586,65,Female,Jakarta,23812590,14,2283086,Health & Beauty,31963204
CUST-0587,29,Male,Bandung,49943814,1,2977129,Health & Beauty,2977129
CUST-0588,57,Female,Jakarta,182087110,8,572994,Electronics,4583952
CUST-0589,54,Male,Bandung,66872546,16,1750670,Electronics,28010720
CUST-0590,37,Female,Jakarta,178852082,11,108301,Books,1191311
CUST-0591,43,Female,Surabaya,60570156,10,2634893,Groceries,26348930
CUST-0592,53,Male,Makassar,196940744,17,847689,Electronics,14410713
CUST-0593,18,Female,Medan,139897547,6,80577,Electronics,483462
CUST-0594,37,Female,Bandung,119258526,3,1832490,Electronics,5497470
CUST-0595,36,Male,Bandung,67083408,9,2996883,Health & Beauty,26971947
CUST-0596,31,Female,Surabaya,90129456,12,2291120,Groceries,27493440
CUST-0597,45,Female,Surabaya,83403349,14,1497289,Books,20962046
CUST-0598,55,Male,Jakarta,150169323,12,1074359,Electronics,12892308
CUST-0599,56,Male,Bandung,68535596,8,2823165,Fashion,22585320
CUST-0600,59,Male,Makassar,161569866,5,2265059,Groceries,11325295
CUST-0601,38,Male,Jakarta,28882671,17,2919231,Electronics,49626927
CUST-0602,47,Female,Surabaya,112032556,14,2605143,Health & Beauty,36472002
CUST-0603,46,Female,Bandung,42656344,8,227653,Health & Beauty,1821224
CUST-0604,46,Male,Medan,58941999,5,2597509,Fashion,12987545
CUST-0605,61,Male,Medan,179865148,14,1931783,Books,27044962
CUST-0606,31,Male,Bandung,61379405,14,756875,Books,10596250
CUST-0607,50,Female,Makassar,153130101,14,2879151,Fashion,40308114
CUST-0608,48,Male,Bandung,130849851,15,2245786,Fashion,33686790
CUST-0609,65,Female,Makassar,122855607,17,994006,Groceries,16898102
CUST-0610,28,Female,Surabaya,83873528,12,783223,Health & Beauty,9398676
CUST-0611,60,Male,Makassar,197346525,1,365086,Health & Beauty,365086
CUST-0612,23,Male,Makassar,138161262,15,1589523,Groceries,23842845
CUST-0613,36,Female,Bandung,191147647,5,609179,Fashion,3045895
CUST-0614,50,Female,Bandung,64904758,1,2204548,Fashion,2204548
CUST-0615,60,Female,Medan,76601426,17,1531812,Fashion,26040804
CUST-0616,58,Female,Surabaya,175090569,3,263517,Health & Beauty,790551
CUST-0617,57,Female,Jakarta,112630559,3,1823025,Books,5469075
CUST-0618,39,Female,Bandung,34582966,11,2128310,Fashion,23411410
CUST-0619,23,Male,Surabaya,192405651,11,1640038,Electronics,18040418
CUST-0620,33,Male,Surabaya,90973124,13,765061,Books,9945793
CUST-0621,61,Female,Medan,51137000,6,1615665,Electronics,9693990
CUST-0622,37,Male,Bandung,34099089,14,524935,Electronics,7349090
CUST-0623,32,Male,Bandung,64989889,2,1467501,Fashion,2935002
CUST-0624,30,Female,Surabaya,144558059,13,2898197,Electronics,37676561
CUST-0625,27,Male,Bandung,127037242,2,1097591,Fashion,2195182
CUST-0626,19,Male,Medan,147837538,5,2311231,Electronics,11556155
CUST-0627,20,Male,Medan,100897623,19,544363,Groceries,10342897
CUST-0628,33,Male,Medan,147846744,2,1266619,Health & Beauty,2533238
CUST-0629,48,Female,Bandung,162947472,17,1304843,Books,22182331
CUST-0630,57,Female,Bandung,82722980,10,2076371,Books,20763710
CUST-0631,22,Female,Medan,121951999,14,1281217,Electronics,17937038
CUST-0632,47,Female,Makassar,124708748,13,1160445,Groceries,15085785
CUST-0633,44,Male,Jakarta,147396670,18,943663,Fashion,16985934
CUST-0634,58,Male,Surabaya,90497903,10,59371,Books,593710
CUST-0635,54,Female,Makassar,58963361,11,2697345,Health & Beauty,29670795
CUST-0636,30,Female,Jakarta,162389474,12,2435896,Fashion,29230752
CUST-0637,63,Male,Bandung,136698108,1,1700968,Fashion,1700968
CUST-0638,62,Female,Surabaya,23184460,9,962106,Books,8658954
CUST-0639,42,Male,Makassar,97522070,17,1328506,Health & Beauty,22584602
CUST-0640,49,Male,Surabaya,140479369,20,2746826,Books,54936520
CUST-0641,43,Male,Bandung,122543442,5,2212285,Groceries,11061425
CUST-0642,33,Female,Jakarta,104742019,13,198600,Groceries,2581800
CUST-0643,27,Male,Jakarta,162338818,15,1992201,Books,29883015
CUST-0644,59,Male,Jakarta,31010582,7,2641025,Books,18487175
CUST-0645,62,Male,Makassar,46136034,18,2097937,Fashion,37762866
CUST-0646,18,Male,Jakarta,162617972,20,291158,Electronics,5823160
CUST-0647,24,Male,Makassar,191107243,20,1542098,Health & Beauty,30841960
CUST-0648,45,Male,Makassar,114980004,15,74709,Health & Beauty,1120635
CUST-0649,32,Female,Medan,135906639,12,2631720,Health & Beauty,31580640
CUST-0650,29,Male,Makassar,183875971,13,1980864,Electronics,25751232
CUST-0651,62,Male,Surabaya,195037613,7,1428046,Books,9996322
CUST-0652,51,Male,Jakarta,93172980,10,1301373,Electronics,13013730
CUST-0653,47,Female,Makassar,109917128,3,1534333,Fashion,4602999
CUST-0654,21,Female,Bandung,92565115,2,499478,Books,998956
CUST-0655,53,Male,Makassar,91695838,18,71619,Groceries,1289142
CUST-0656,33,Male,Makassar,46380974,11,1516839,Electronics,16685229
CUST-0657,25,Male,Medan,88543360,13,830802,Electronics,10800426
CUST-0658,47,Male,Surabaya,195648936,5,1736395,Health & Beauty,8681975
CUST-0659,26,Female,Bandung,176813775,17,1537016,Fashion,26129272
CUST-0660,47,Male,Medan,124999539,18,87177,Electronics,1569186
CUST-0661,60,Female,Surabaya,143777895,10,475041,Books,4750410
CUST-0662,51,Female,Makassar,84906879,7,1856922,Books,12998454
CUST-0663,53,Male,Bandung,178034472,3,2113791,Groceries,6341373
CUST-0664,56,Female,Surabaya,72324964,17,878561,Electronics,14935537
CUST-0665,38,Male,Medan,159573638,18,405441,Fashion,7297938
CUST-0666,46,Male,Makassar,110571894,10,2269191,Groceries,22691910
CUST-0667,57,Female,Makassar,68296008,17,2207208,Groceries,37522536
CUST-0668,64,Female,Jakarta,104092729,11,694709,Health & Beauty,7641799
CUST-0669,50,Female,Medan,166998627,6,1772680,Groceries,10636080
CUST-0670,45,Male,Bandung,22839507,1,569433,Electronics,569433
CUST-0671,53,Male,Makassar,22275303,1,2094354,Fashion,2094354
CUST-0672,46,Female,Jakarta,38240715,18,78984,Groceries,1421712
CUST-0673,28,Female,Surabaya,23210867,19,702761,Electronics,13352459
CUST-0674,65,Male,Makassar,130393751,9,2804120,Books,25237080
CUST-0675,48,Female,Surabaya,46225811,8,1099141,Books,8793128
CUST-0676,46,Female,Makassar,160999553,10,998312,Fashion,9983120
CUST-0677,34,Female,Surabaya,47892398,14,2024253,Books,28339542
CUST-0678,33,Female,Medan,139706698,17,1708255,Books,29040335
CUST-0679,58,Female,Surabaya,114359470,4,1619967,Books,6479868
CUST-0680,35,Male,Surabaya,78899121,2,1305292,Groceries,2610584
CUST-0681,51,Female,Makassar,96046964,12,1578805,Health & Beauty,18945660
CUST-0682,49,Female,Makassar,87617847,9,1846594,Books,16619346
CUST-0683,58,Male,Surabaya,71829393,17,814126,Electronics,13840142
CUST-0684,33,Female,Medan,29138017,12,2299939,Books,27599268
CUST-0685,35,Male,Bandung,26362047,4,1180288,Electronics,4721152
CUST-0686,46,Male,Jakarta,186268176,2,505899,Books,1011798
CUST-0687,22,Female,Surabaya,44680301,4,1889504,Health & Beauty,7558016
CUST-0688,63,Male,Medan,35269120,15,2802636,Groceries,42039540
CUST-0689,36,Female,Surabaya,179487860,10,1892795,Electronics,18927950
CUST-0690,33,Male,Jakarta,196256200,19,728782,Electronics,13846858
CUST-0691,35,Female,Bandung,78203440,1,636675,Groceries,636675
CUST-0692,39,Female,Bandung,180896178,15,1533683,Health & Beauty,23005245
CUST-0693,38,Male,Surabaya,191284070,11,1870160,Groceries,20571760
CUST-0694,52,Female,Jakarta,52692788,8,74369,Fashion,594952
CUST-0695,23,Male,Surabaya,52206111,19,1556748,Groceries,29578212
CUST-0696,26,Female,Makassar,43189164,19,882420,Electronics,16765980
CUST-0697,27,Male,Bandung,182319104,18,514165,Fashion,9254970
CUST-0698,32,Female,Medan,54871713,20,845101,Fashion,16902020
CUST-0699,42,Male,Medan,120920574,8,1244956,Books,9959648
CUST-0700,62,Female,Medan,196199591,12,218847,Groceries,2626164
CUST-0701,27,Female,Jakarta,193920899,10,610695,Electronics,6106950
CUST-0702,63,Male,Jakarta,171952937,10,1704845,Fashion,17048450
CUST-0703,31,Male,Bandung,69598447,19,1816035,Health & Beauty,34504665
CUST-0704,22,Male,Jakarta,49754751,5,1439210,Electronics,7196050
CUST-0705,44,Female,Makassar,69462721,13,182567,Books,2373371
CUST-0706,44,Female,Bandung,88004295,17,722399,Books,12280783
CUST-0707,39,Male,Bandung,99072660,8,2844265,Electronics,22754120
CUST-0708,52,Male,Makassar,145347433,4,884632,Groceries,3538528
CUST-0709,47,Male,Makassar,197295670,11,2060308,Electronics,22663388
CUST-0710,44,Male,Makassar,40324369,17,2840230,Health & Beauty,48283910
CUST-0711,21,Female,Surabaya,191471337,19,1164844,Books,22132036
CUST-0712,31,Male,Medan,141720382,7,548251,Books,3837757
CUST-0713,44,Female,Medan,94191146,12,1816201,Electronics,21794412
CUST-0714,42,Female,Bandung,134617482,15,2101299,Books,31519485
CUST-0715,55,Male,Makassar,199201927,4,2357385,Health & Beauty,9429540
CUST-0716,62,Male,Jakarta,106813134,5,2128561,Fashion,10642805
CUST-0717,19,Male,Makassar,89078266,14,2909410,Groceries,40731740
CUST-0718,54,Male,Bandung,63477424,14,584496,Electronics,8182944
CUST-0719,42,Female,Medan,39863435,3,1412677,Electronics,4238031
CUST-0720,48,Male,Surabaya,94433791,3,1727201,Electronics,5181603
CUST-0721,18,Male,Makassar,36746984,2,2154947,Health & Beauty,4309894
CUST-0722,40,Female,Medan,122756825,14,1680948,Books,23533272
CUST-0723,37,Male,Bandung,124311449,5,601205,Fashion,3006025
CUST-0724,42,Female,Bandung,109296324,16,510252,Groceries,8164032
CUST-0725,44,Female,Medan,36121871,7,502479,Health & Beauty,3517353
CUST-0726,52,Female,Medan,89320396,15,138718,Health & Beauty,2080770
CUST-0727,65,Female,Makassar,91045430,3,579000,Groceries,1737000
CUST-0728,65,Female,Jakarta,67762583,12,702390,Fashion,8428680
CUST-0729,52,Female,Makassar,138265907,17,1493346,Electronics,25386882
CUST-0730,56,Female,Surabaya,38629012,13,2147155,Electronics,27913015
CUST-0731,32,Female,Medan,151995560,19,107247,Electronics,2037693
CUST-0732,49,Female,Surabaya,73866705,18,2920739,Fashion,52573302
CUST-0733,32,Female,Surabaya,183826665,17,1041973,Books,17713541
CUST-0734,35,Male,Jakarta,125397006,13,268270,Books,3487510
CUST-0735,45,Female,Makassar,67900204,9,2895039,Health & Beauty,26055351
CUST-0736,49,Female,Bandung,193270571,19,1485043,Electronics,28215817
CUST-0737,19,Male,Surabaya,152085625,16,1852145,Books,29634320
CUST-0738,42,Female,Surabaya,49106583,14,2554363,Health & Beauty,35761082
CUST-0739,39,Female,Surabaya,58620506,15,83675,Electronics,1255125
CUST-0740,60,Female,Surabaya,165124838,16,1871705,Health & Beauty,29947280
CUST-0741,61,Male,Bandung,135763751,14,2064075,Health & Beauty,28897050
CUST-0742,43,Male,Makassar,78622679,6,1264111,Fashion,7584666
CUST-0743,64,Male,Jakarta,184810321,5,1233730,Health & Beauty,6168650
CUST-0744,28,Male,Surabaya,192694774,17,2088134,Health & Beauty,35498278
CUST-0745,47,Female,Medan,48521188,5,396511,Books,1982555
CUST-0746,26,Female,Bandung,138536186,16,1849154,Fashion,29586464
CUST-0747,57,Female,Jakarta,89523779,15,1089127,Electronics,16336905
CUST-0748,52,Male,Medan,47725924,5,2640457,Health & Beauty,13202285
CUST-0749,19,Male,Medan,29357900,17,689613,Electronics,11723421
CUST-0750,43,Female,Medan,39574180,17,2194295,Books,37303015
CUST-0751,55,Male,Surabaya,38901165,4,833748,Groceries,3334992
CUST-0752,54,Female,Makassar,173369136,7,1096339,Groceries,7674373
CUST-0753,60,Male,Surabaya,87268945,15,1229181,Fashion,18437715
CUST-0754,19,Female,Medan,139690553,16,532428,Groceries,8518848
CUST-0755,23,Female,Jakarta,25037134,2,1155327,Health & Beauty,2310654
CUST-0756,59,Female,Surabaya,153600697,6,2990021,Electronics,17940126
CUST-0757,45,Female,Jakarta,59957764,18,1087479,Fashion,19574622
CUST-0758,26,Female,Surabaya,195252202,12,2844792,Fashion,34137504
CUST-0759,47,Female,Makassar,191888691,4,1850023,Electronics,7400092
CUST-0760,29,Male,Makassar,20232904,20,882202,Books,17644040
CUST-0761,21,Female,Surabaya,30156424,14,2037650,Electronics,28527100
CUST-0762,34,Male,Surabaya,198403770,4,482285,Fashion,1929140
CUST-0763,42,Male,Makassar,124819703,4,2990815,Health & Beauty,11963260
CUST-0764,38,Female,Jakarta,91520998,12,2156941,Books,25883292
CUST-0765,31,Male,Makassar,60696821,19,2613141,Books,49649679
CUST-0766,47,Male,Surabaya,108538298,10,809958,Electronics,8099580
CUST-0767,38,Male,Jakarta,125046945,2,841335,Electronics,1682670
CUST-0768,39,Male,Surabaya,174253818,17,2529656,Fashion,43004152
CUST-0769,42,Male,Bandung,20994218,5,2687830,Electronics,13439150
CUST-0770,35,Male,Surabaya,158347071,4,2711190,Electronics,10844760
